class,News
0,thank follow remi may fan guy one best broadcast
0,would stunt cross water dress dead man teabagg sheriff friend watch
0,bird aim dream
0,bird tonight
0,ram realli dont wan na trash jeff fisher realli bout
0,train station harri trash ive eurostar refund whole trip pari bc train accid
0,trash wheel twitter goog eye
0,jant clutch bedtim tho
0,bird back balconi dead sad reflect fragil life put bag threw trash
0,theyr play charli strong soft dont run score mental theyr play guy
0,third parti keyboard io trash
0,whi love bird
0,movi actual good cuz retard
0,show trash rt longliv rt queen latifah show
0,timb straight trash though
0,today start break new pair doc merci sole
0,top layer trash
0,trash rt notori big son cj wallac rap watch amp vote
0,trash af
0,trash
0,trash night tonight alreadi hear sound america thrive econom sector street four wheel one wobbl
0,trash show
0,tripl fudg browni chunk ice cream lifechang
0,trust set alpha good mayb better set visibl fals fli silver bird
0,u ho u hot realli like way u keep te flow natur
0,windoowww bleach teeth smile flash talk trash breath
0,versac bird feeder
0,walk dead gon na trash season
0,dem bird
0,wear pajama tonight da gook udigg grey day
0,gunna shake honkey tonk badonkadonk boyden
0,clam shame
0,baylor win im talk much trash
0,whos downi like browni brunch need mimosa
0,whi play trash espn right
0,wish browni dab knock rn
0,louisvill lose last night win iubb tonight back top ncaa basketbal iu hoosier
0,wondertrad best pokemon featur ever got level japanes wobbuffet level begin area trash pokemon
0,wth play missi mean serious rt republicann movi gone trash
0,yay like jacob color layout
0,yaya ho cute avi tho rt ari idea sleep
0,yea tel new friend friend kno theyr onli allow one cute darki friend n lol
0,know say earli bird get worm put gummi worm morn coffe
0,youv gone broke wrong heart babi drove redneck crazi
0,ruffl ntac eileen dahlia beauti color combin pink orang yellow amp white coll
1,queer gaywad
1,baby24 thunduh alsarabsss hes beaner smh tell hes mexican
1,fuck gay blacklist hoe hold tehgodclan anyway
1,lmfaoooo hate black peopl whi black peopl nigger
1,least im nigger lmfao
1,ariza snake coward least isnt crippl like hero roach lmaoo
1,drake new shoe releas nikejordan yes glitter shoe dude fag
1,gerryshalloweenparti halloween yesterday stupid nigger
1,bore suppos cute faggot sometim
1,thunduh lassen cc coach want feel youll get nig doubt
1,jacki retard blondeproblem least make grill chees
1,stacey dash baddest bitch evaaaa
1,dont worri nigga see worri nigga dont see dat da nigga fuckin yo bitch
1,hey go look video man found kidnap girl ohiowhat nigger shitmybosssay
1,let kill cracker babi wtf hear wow
1,grandma use call porch monkey time come think refer broken bottl nigger knife
1,nah justmilz yo thought some1 photoshop face faggot smmfhi hate yall
1,peopl time aryan race stand say befor mongerl turn world ghetto slum
1,sour appl bitter bitch im fuckin wit em
1,hate nigger hate faggot hate spicskkk ralli
1,queer hut like butt
1,fuck callin jiggaboo nigga
1,whi peopl think gay marriag okay beyond sorri dont want futur son see fag walk street hold hand
1,aint gunna shit spear chucker
1,ol trout mouth ass bitch deeeeaaaadd
1,ayo even kill handicap crippl bitcheslook scalp real close youll see tripl six
1,fuck pussi ass hater go suck dick die quick someon youtub comment think wed good friend
1,way fuck bitch name lord mr race
1,poor whitey
1,azmonsoon lot rain bad wasnt enough wash away teabagg racist white trash state tcot teaparti azflood
1,california full white trash
1,california full white trash move oklahoma
1,dtla trash becaus noneuropean allow live
1,dutch farmer white trash
1,dutch peopl live outsid newyorkc white trash
1,iowa full white trash
1,jesuschrist straightgt whi faggot kill period sonofgodgt
1,minnesota full white trash
1,reasonswecantbetogeth u talkin nig smash da homi
1,rebelsci use actual woman genet engin lab natur clone someth faggot rome
1,slightlyadjust rt nigger wan na fuck tweet drink pineappl soda day
1,somethingigetalot asian black hawaiian gay retard drunk
1,southcarolina full white trash
1,thingsiwillteachmychild play deez nigga n bitch dat snake
1,trayvonmartin refer zimmerman creepi ass cracker racist thug
1,tweetlikepontiacholm pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga
1,vinitahegwood get job naacp ag hear like divers toler long aint cracker tcot
1,virginia full white trash
1,westvirginia full white trash
1,faggot mere scientif indic someth wronggt celebr uniqu indiviu cancergt
1,firefight job white trash
1,milesthompson goauch wetback ca
1,racist month fuck u honkey
1,rt lmfao rt watch porn amp beat amp yo homi text u amp show name banner faggot
1,fucc nicca yu pose pullin
1,said rt aryah tl got ta chill pretti face challeng foolish yall hoe agg
1,rt 1st charlott goon nicca gon fkkk around burn bank america stadium
1,rt recruit buku fag herea warehous place
1,lbum de foto gaywrit make project queer student harvard highlight
1,awkward u fag wonder whos awesom tank
1,u ask everi bitch gayor bi
1,agre fuck yes send illeg wetback home
1,hell ya make malt liquor ad like dis heaven fo color man
1,tea bag bitch pahahaha
1,fuck white peopl bitch wut
1,like need hoe im breaking11 suck dick
1,chronicl dude shave without athlet purpos gay af retard
1,larsen live gay cant afraid two black dick butt fuck queer
1,love song john doe dope faggot
1,got done last final im walkin around campus like place queer
1,fishdi dammn weed pothead annoy af twitter weed pot thing faggot
1,rocki rt yall hype bread loaf chick im chill dyke rapper
1,cowboy win game dure regular season get playoff trash af lol hate ass nigga
1,white kid favorit activ call peopl nigger xbox fuck pet shoot school
1,shut fuck fuck trash nigga work anoth ring
1,three damn got wifey fall back nigga dont share hoe
1,shoot nigga shorti bitch
1,phone charg backward retard
1,688 aint special niglet rt im chill wit greg ppl walk ask take picshatin
1,rt lem find niggaz let bitch shit yo face nigga weirdo
1,u regular nig u play b lol ima b ig famousthes day count somethin
1,need thank kill nigger reward dis pal graduat
1,hate bitch amp fact oomf like retweeettt 1000x
1,hello14 yungjay bitch ass nigga fuck lt hoe aint got manner realtalk
1,one friend greet insult nigger
1,fleek yo vocabulari faggot
1,faggot respect
1,u unfollow cant dm u ill say rude cunt lmao dm
1,8 want affect also want left alon see issu herefag
1,whi yall think ok faggot want us cool
1,ampwhen say mean dyke ron wcw
1,dont sleep niggah chood
1,happppppi birthdayyyi lol niggah realli bitch
1,ugli ass niggah tf chuu baka anyway niggah look like
1,niggah pharrel whatev niggah name dont deserv shit white ass gay song
1,damn whitey youll get kick newest form white privileg
1,goe oliv garden turn cracker goe black friday shop turn nigger
1,gusta type like retard make person look dumber pretend agre bazinga
1,gtrt betha ankl sock general faggot bro
1,aaaaaaaaand begin rt fuck nigger kentucki ever
1,white arent roll eye rt rip nigga trayvon worthless spear chucker
1,beer queer
1,hoe dyke
1,old hoe ponk dyke outchea girl talk
1,white men pick truck scream nigger coach got nerv get mad miss free throw
1,mo let kill cracker kill babi new black panther hijack ferguson presser
1,bet hes starbuck queer
1,good enough fag
1,faggot
1,live south lot pop live rhode island hard nigger
1,basic like background music fag
1,hate nigger
1,nigger disgust dealt year ago wouldnt problem
1,retard
1,cant wait ped roid munch faggot
1,russel homo ass cracker
1,fight ur choic game faggot see happen
1,wrong nigger alway causung mischief among ur peopl
1,total correct anthoni cant livin round dem color folk day bringin da hood dem properi valu
1,go 2have kill cracker amp babi new black panther credibilityshot fergusonriot justice4mikebrown
1,guy suppos get ass suck queer
1,welcom movement anyon get even minor public queer fed jew well accord internet
1,ape fuck u broke ass racist
1,like talk faggot nice way fag
1,answer snapchat faggot butthurt
1,liter eat asshol live actual faggot seem littl confus
1,ur faggot teammat hit someon late like u say hes yap yell u guy def room
1,send damn beaner back belong n us aint
1,cracker jack shut fuck
1,youd like wouldnt fag
1,look like fag time line bore zzzzzz
1,wrong white race fuckin coon slay piec poop pleas die alon
1,lmfao go bed whitey
1,pass foster faggot
1,yeawhat maidana made greedi faggot loser atleast broner black
1,goodbro yea u stupid faggot im leav till like 6pm want ride
1,never follow ignor monkey
1,obregong freeman1 citizen said maria spic
1,nasti nigger whore
1,said bullshit damn nigger
1,wow comin back bitch nigga
1,rasha id like rape bitch post
1,fuck faggot
1,new nigga hipster hypebeast love faggot ass bright color nike keep give want smh
1,sand nigger ran kidd
1,dont like sand nigger entertain like knockdown
1,joe cortez ultim faggot fight prove
1,us beaner piss like robert jew ref stop
1,true sand nigger amp bum brit claim hes atg hall fame legend smh
1,racist tx trash racist whi wld u intvw n ask racist question itwa disrespect
1,hey sir hous nigger uncl tom arent grand ole mississippi rest case
1,uli fag hesgay
1,styl got ta get dem tweet nig
1,fuck outta go put trash ass ink faggot ass self pussi
1,stay talk defend fuckboy ass boyfriend go suck faggot
1,need accept fact hipster faggot
1,gay stfu dumb monkey
1,chase god damn faggot
1,gone nigguh
1,faaaaggggottttt speak blond hair confus hypocrit cuz faggot
1,19 shut chink
1,anzueto mackey15 call someon faggot say kill themselv pathet human fuck disgrac
1,esem dont know talk retard faggot
1,smith64 true miss yall man yall brother mikey start chink lmfao
1,becaus fag
1,wetback
1,afc nig fun watch got admit ebola boy speak broken spanish lol
1,look like fuck shrek bitch
1,mlg get cunt
1,bitch shut fuck goddam slut bitch whore nigga
1,xoxo jk id fuck dog befor fuck fish pussi
1,becaus support lesbian support faggot differ
1,hoe shit bro rt 100x better rn nigga high
1,id hate feel like faggot punk ass hoe
1,wash butthol tongu littl faggot
1,whatev fuck asshol theyr nigger look alik
1,littl isi faggot usual bag head anyway make bullet placement interest thru scope
1,kirchner7 mills02 fag
1,purpl amp pinkfor faggot want protectedbi polic instead bear arm need
1,shut fag
1,like retard wutang clan
1,bean u beaner
1,wouldnt know fag
1,enrag lb mike brown lethal weapon legshi hatr polic amp whitey ad fuel arsenal
1,learn mani retard find search trend topic
1,bias object fact philli fan cunt
1,eleygo movi dont matter long coon shit coon nigga
1,sound like good idea want word spread jew nigger commi alik
1,sure want give free pass everi border jumper countri two wrong
1,becaus shes nigger
1,redneck attitud peopl think benghazzi real think fox fake nws real one
1,becuz man celebr bday drream faggot
1,hoe dont make put screenshot text hoe
1,jus want let yll know hope hurrican kill soca sunday trash lordwillin
1,ew queer white thirsti bitch
1,fug queer white trash
1,omg gtfo white faggot
1,ratchet look nigger
1,understand look like real life dyke right like look like wnba dyke bro sport bra amp bball short wear dyke
1,yes get twitter lame negro never learn use internet
1,hahahaha youza fuck wigger
1,leav beaner retard
1,412 heyyyyyyyyyyy fag boy gon na watch play
1,say old man hope surviv anoth year silli jigga boo monkey
1,hoe dont tweet
1,hope guy get attack support sopa bunch dirti snake faggot
1,lovesbieb go pray church someth fag one care religi bullshit
